animal_id,animal_type,breed,color,date_of_birth,date_of_outcome,name,outcome_subtype,outcome_type,sex_upon_outcome,location_lat,location_long
A692609,Cat,Domestic Shorthair Mix,Black/White,2014-06-23,2014-11-24,,SCRP,Transfer,Intact Female,30.44550727,-97.6161808
A668781,Dog,American Pit Bull Terrier Mix,Brown/White,2009-12-12,2013-12-17,Coco,,Return to Owner,Spayed Female,30.35607988,-97.6351813
A738078,Other,Raccoon Mix,Gray/Black,2015-11-09,2016-11-09,,Medical,Euthanasia,Unknown,30.53147667,-97.73802419
A701956,Cat,Domestic Shorthair Mix,Brown Tabby,2014-09-06,2015-10-18,*Davis,,Adoption,Spayed Female,30.54655343,-97.69857831
A763706,Dog,German Shorthair Pointer Mix,White/Brown,2015-12-14,2017-12-22,*Winter,,Adoption,Spayed Female,30.70308231,-97.59239598
A688160,Dog,American Staffordshire Terrier Mix,Brown/Black,2012-09-15,2014-10-01,*Freddie,Aggressive,Euthanasia,Intact Male,30.53433957,-97.35556809
A745450,Dog,Labrador Retriever Mix,Black/White,2016-01-18,2017-05-09,Jack,Partner,Transfer,Neutered Male,30.71399408,-97.37571232
A675868,Cat,Domestic Shorthair Mix,Blue Cream,2014-03-31,2014-04-01,,Partner,Transfer,Intact Female,30.35706105,-97.39634129
A703241,Cat,Domestic Shorthair Mix,Black,2015-04-22,2015-05-22,,Partner,Transfer,Intact Female,30.5768827,-97.26996205
A707579,Dog,Pit Bull Mix,Brown/White,2014-07-15,2016-11-26,Honey,,Adoption,Spayed Female,30.68856914,-97.31491948
A678387,Cat,Domestic Medium Hair Mix,Orange Tabby,2014-04-20,2014-05-08,,Partner,Transfer,Intact Male,30.45425211,-97.55474152
A753723,Other,Opossum Mix,Gray/Pink,2017-06-10,2017-07-10,,Partner,Transfer,Unknown,30.65083616,-97.45752958
A711835,Dog,German Shepherd Mix,Black/Brown,2015-07-21,2015-09-17,*Josef,Partner,Transfer,Intact Male,30.48250997,-97.66109947
A744765,Other,Opossum,Pink,2017-02-26,2017-03-07,,,Euthanasia,Unknown,30.32643531,-97.53776559
A707234,Dog,Boxer Mix,Red/White,2013-07-10,2015-07-15,Gina,,Adoption,Spayed Female,30.5300349,-97.26077945
A745047,Other,Bat Mix,Brown,2016-03-12,2017-03-12,,Rabies Risk,Euthanasia,Unknown,30.49688033,-97.5164478
A715528,Dog,Staffordshire Mix,Brown/White,2015-01-05,2016-01-12,Mia,,Adoption,Spayed Female,30.60044845,-97.33569781
A750838,Dog,St. Bernard Smooth Coat Mix,Tricolor,2016-08-01,2017-06-05,,Partner,Transfer,Spayed Female,30.54406198,-97.72185861
A689259,Cat,Domestic Shorthair Mix,Brown Tabby,2014-09-09,2014-10-01,,Partner,Transfer,Intact Male,30.41695173,-97.47202275
A752626,Dog,Pug Mix,Brown,2015-06-25,2017-06-25,Lucky,,Return to Owner,Intact Male,30.2732594,-97.26041054
A717704,Dog,Pekingese Mix,Tan/Black,2004-12-13,2017-01-16,Cha Cha,Partner,Transfer,Spayed Female,30.67538987,-97.67417656
A652198,Dog,Feist Mix,Tan/White,2011-10-21,2014-02-06,Essie,,Adoption,Spayed Female,30.54379757,-97.52383896
A709295,Dog,Boerboel,Fawn,2013-08-08,2015-08-08,Bane,,Return to Owner,Neutered Male,30.7369311,-97.42919715
A729947,Dog,Boxer Mix,Brown,2013-06-26,2016-08-12,Tyson,Foster,Adoption,Neutered Male,30.65045512,-97.53608639
A758749,Cat,Domestic Shorthair Mix,White/Black,2017-04-21,2017-12-29,*Mortimer,,Adoption,Neutered Male,30.4591694,-97.59127337
A748611,Dog,Labrador Retriever Mix,Black,2016-12-20,2017-05-06,Melody,,Return to Owner,Intact Female,30.65225888,-97.63524
A675518,Cat,Siamese Mix,Seal Point,2011-03-28,2014-04-02,Orion,,Adoption,Spayed Female,30.43948387,-97.28737991
A711161,Dog,Plott Hound/Labrador Retriever,Brown Brindle,2015-07-02,2015-09-07,*Carla,,Adoption,Spayed Female,30.45184039,-97.38939382
A716194,Cat,Domestic Shorthair Mix,Black/White,2015-10-09,2015-12-21,Totoro,,Adoption,Neutered Male,30.6515725,-97.35284721
A730601,Cat,Domestic Shorthair Mix,Blue Tabby,2015-12-07,2016-07-08,,SCRP,Transfer,Neutered Male,30.59202925,-97.36410135
A720318,Cat,Domestic Shorthair Mix,Brown Tabby,2015-10-06,2016-02-13,Charlie,,Adoption,Neutered Male,30.67573842,-97.51940878
A662308,Dog,Chihuahua Shorthair Mix,White,2011-09-02,2013-10-10,*Benny,Partner,Transfer,Intact Male,30.29774227,-97.71635216
A695857,Dog,Labrador Retriever Mix,Black,2013-07-24,2016-01-19,Cherry,,Return to Owner,Spayed Female,30.30962004,-97.576716
A714303,Cat,Domestic Medium Hair Mix,Brown Tabby,2015-05-21,2015-10-25,Little Grey,,Adoption,Neutered Male,30.51006032,-97.70423686
A696340,Cat,Domestic Shorthair Mix,Black,2014-10-19,2015-02-04,,SCRP,Transfer,Unknown,30.39066467,-97.58196009
A685118,Dog,Boxer Mix,Brown/White,2011-08-02,2014-08-22,Rufo,,Return to Owner,Neutered Male,30.64854618,-97.48898221
A684612,Cat,Domestic Shorthair Mix,Black,2014-05-26,2014-10-18,Miller,,Adoption,Neutered Male,30.5329279,-97.42891216
A687380,Dog,Dachshund Mix,White/Brown,2013-03-04,2014-09-14,Nena,,Return to Owner,Spayed Female,30.6783861,-97.51918118
A676208,Dog,Labrador Retriever Mix,White,2014-04-01,2014-04-07,,In Kennel,Died,Intact Male,30.44724579,-97.7157895
A675068,Dog,Chihuahua Shorthair/Beagle,Tricolor,2012-03-22,2014-10-18,Griffin,,Adoption,Neutered Male,30.55548769,-97.5952981
A701813,Dog,Chihuahua Shorthair Mix,Black,2014-01-17,2017-02-09,*Dax,Partner,Transfer,Intact Male,30.30956709,-97.49100284
A749988,Cat,Domestic Shorthair Mix,Tortie,2017-04-30,2017-05-22,,Partner,Transfer,Unknown,30.4086337,-97.7250762
A763893,Cat,Domestic Shorthair Mix,Orange Tabby,2017-08-17,2017-12-29,Jumbo,,Adoption,Neutered Male,30.33893615,-97.27397539
A712031,Cat,Domestic Shorthair Mix,Brown Tabby,2015-08-24,2015-09-16,,Partner,Transfer,Intact Male,30.54902463,-97.43760271
A700153,Dog,Chihuahua Shorthair Mix,Tan,2014-12-12,2015-04-17,*Charlie,,Adoption,Neutered Male,30.49428319,-97.6102182
A756204,Dog,Yorkshire Terrier Mix,Tan,2015-08-15,2017-08-19,Remy,,Adoption,Intact Male,30.37320782,-97.59083822
A754318,Dog,American Pit Bull Terrier Mix,Tan/White,2016-07-18,2017-07-20,Buddy,,Return to Owner,Intact Male,30.49968456,-97.44845731
A731109,Dog,Akita Mix,Black/Tan,2016-05-16,2016-07-23,Sammy,,Adoption,Spayed Female,30.50456895,-97.58430783
A691012,Dog,Staffordshire Mix,Red/White,2011-10-28,2016-04-11,Pj,Aggressive,Euthanasia,Neutered Male,30.44889034,-97.73979222
A717274,Cat,Siamese Mix,Seal Point,2013-12-05,2015-12-09,,SCRP,Transfer,Neutered Male,30.29938349,-97.53758008
A731998,Cat,Domestic Shorthair,Calico,2016-07-14,2016-07-31,,Partner,Transfer,Intact Female,30.5694953,-97.5045713
A729121,Cat,Domestic Shorthair Mix,Black,2016-05-13,2016-07-27,*Mia,Foster,Adoption,Spayed Female,30.37059597,-97.57007396
A731008,Cat,Domestic Longhair Mix,Black,2016-04-05,2016-08-10,*Grady,,Adoption,Neutered Male,30.40557828,-97.55429274
A763852,Dog,Shih Tzu Mix,White/Black,2015-12-16,2017-12-21,,Partner,Transfer,Neutered Male,30.74341908,-97.39353187
A667669,Cat,Domestic Shorthair Mix,Brown Tabby,2013-08-21,2013-11-30,Diamond,,Adoption,Intact Female,30.7358265,-97.47399081
A696214,Dog,Australian Cattle Dog Mix,Black/White,2014-08-03,2015-02-04,Cheyenne,,Adoption,Spayed Female,30.33221592,-97.26725665
A715138,Cat,Domestic Medium Hair Mix,Tortie,2013-10-31,2015-11-17,*Miki,,Adoption,Spayed Female,30.27713605,-97.4183269
A668546,Cat,Domestic Medium Hair Mix,Blue Tabby,2012-12-04,2013-12-23,Harvey,,Adoption,Intact Female,30.57293467,-97.24794728
A714255,Cat,Domestic Shorthair Mix,Black,2015-10-07,2015-10-20,,Partner,Transfer,Intact Male,30.45682978,-97.32264859
A666164,Dog,German Shepherd Mix,Black/Tan,2011-10-28,2013-11-02,Rufus,,Return to Owner,Neutered Male,30.58260606,-97.45724945
A699379,Cat,Domestic Shorthair Mix,Black,2003-03-26,2015-07-08,Princess,In Kennel,Died,Spayed Female,30.50962949,-97.37188663
A722522,Cat,Domestic Shorthair Mix,Brown Tabby,2016-03-15,2016-03-18,,Partner,Transfer,Unknown,30.3240698,-97.661149
A760963,Other,Bat Mix,Brown,2016-10-26,2017-10-26,,Rabies Risk,Euthanasia,Unknown,30.39233455,-97.46219458
A742959,Dog,Chihuahua Shorthair Mix,Black/White,2016-01-31,2017-02-03,Gizmo,,Return to Owner,Intact Male,30.64962458,-97.70692324
A683068,Other,Bat,Black/Brown,2013-07-06,2014-07-07,,Rabies Risk,Euthanasia,Unknown,30.64395284,-97.30712845
A705795,Cat,Snowshoe Mix,Seal Point,2015-06-06,2015-07-01,*Lenora,Partner,Transfer,Intact Female,30.31894604,-97.73756513
A585850,Dog,Pit Bull Mix,White/Tan,2007-09-29,2015-11-13,Ice Cream,,Adoption,Spayed Female,30.44253835,-97.61840674
A716636,Dog,Lhasa Apso Mix,White,2013-11-22,2015-12-03,*Higgins,Partner,Transfer,Neutered Male,30.55147954,-97.35451178
A697211,Cat,Domestic Shorthair Mix,Orange Tabby,2014-02-19,2015-02-19,,Suffering,Euthanasia,Intact Male,30.36032686,-97.70768115
A711270,Cat,Domestic Medium Hair Mix,Brown Tabby/White,2014-09-04,2015-10-22,,SCRP,Transfer,Spayed Female,30.66676225,-97.25266001
A675475,Other,Bat Mix,Brown,2013-03-28,2014-03-28,,Rabies Risk,Euthanasia,Unknown,30.32022214,-97.68841704
A745981,Dog,Chinese Sharpei/Labrador Retriever,Black/White,2016-08-27,2017-05-03,Dre,,Adoption,Neutered Male,30.40934127,-97.72119297
A737190,Cat,British Shorthair Mix,Cream Tabby/White,2016-09-04,2016-11-14,Shakira,Foster,Adoption,Spayed Female,30.40758799,-97.50086594
A756420,Bird,Parakeet Mix,Green/White,2017-06-19,2017-08-23,,,Adoption,Unknown,30.47725474,-97.37092617
A696020,Dog,Rottweiler Mix,Black/Tan,2013-10-27,2015-02-06,Rex,,Return to Owner,Intact Male,30.44429459,-97.49454404
A731498,Dog,Pit Bull Mix,Blue/White,2015-07-23,2016-08-01,*Griffin,,Adoption,Spayed Female,30.62852178,-97.37039686
A733870,Dog,Pit Bull/Chinese Sharpei,Tan,2014-08-28,2018-01-04,*Papasito,Foster,Adoption,Neutered Male,30.72510225,-97.46217188
A739141,Dog,Pomeranian Mix,Tan/White,2008-11-28,2016-12-02,Doug,Partner,Transfer,Neutered Male,30.52567273,-97.39834273
A744225,Other,Havana Mix,Black,2017-02-25,2017-02-26,,Suffering,Euthanasia,Unknown,30.4022834,-97.47581102
A701436,Dog,Chihuahua Shorthair Mix,Brown Brindle/White,2015-03-14,2015-05-03,,Partner,Transfer,Intact Male,30.53954364,-97.61823105
A698163,Other,Bat,Brown/Black,2015-02-06,2015-03-07,,Rabies Risk,Euthanasia,Unknown,30.49442851,-97.61137467
A669912,Dog,Dachshund Mix,Black/Tan,2009-12-30,2013-12-31,Josephine,,Adoption,Spayed Female,30.71907654,-97.72668683
A695656,Dog,Pit Bull Mix,White,2014-12-07,2015-01-29,Frankie,,Return to Owner,Intact Male,30.52573252,-97.53409844
A702282,Cat,Domestic Shorthair Mix,Brown Tabby,2014-11-11,2015-05-12,,Rabies Risk,Euthanasia,Intact Female,30.56897261,-97.72584973
A689396,Dog,Pit Bull Mix,Brown Brindle/White,2012-10-03,2014-10-14,Smokey,,Return to Owner,Neutered Male,30.53627987,-97.37881461
A684718,Cat,Domestic Shorthair Mix,Black,2013-07-27,2014-08-21,Ginger,Partner,Transfer,Neutered Male,30.37939549,-97.36758962
A754560,Dog,Labrador Retriever Mix,Black,2016-07-21,2017-10-29,Echo,Foster,Adoption,Neutered Male,30.71351062,-97.27252282
A745347,Other,Bat Mix,Brown,2016-03-16,2017-03-19,,Rabies Risk,Euthanasia,Unknown,30.4009955,-97.42969198
A672404,Cat,Domestic Shorthair Mix,Tortie,2005-02-09,2014-02-15,*Goldie,Partner,Transfer,Spayed Female,30.27754815,-97.5563079
A728512,Dog,Catahoula Mix,White/Tan,2016-03-21,2016-06-14,Bella,,Adoption,Intact Female,30.56163522,-97.31797121
A701639,Dog,Jack Russell Terrier/Beagle,Brown/White,2014-05-02,2015-05-07,*Vader,Partner,Transfer,Intact Male,30.42222514,-97.71730693
A679873,Dog,Yorkshire Terrier Mix,Tan,2013-05-27,2016-05-18,Red,,Return to Owner,Spayed Female,30.60594798,-97.30608788
A664287,Dog,Chihuahua Shorthair Mix,Brown/White,2013-06-01,2013-10-06,Daisy,,Adoption,Spayed Female,30.45929294,-97.38778248
A731490,Dog,Blue Lacy Mix,Fawn/White,2014-07-23,2016-07-23,Zeus,,Return to Owner,Intact Male,30.59050096,-97.466536
A680710,Cat,Domestic Medium Hair Mix,Black,2014-04-29,2014-12-17,*Scout,Foster,Adoption,Spayed Female,30.47069704,-97.33579625
A701777,Dog,Australian Shepherd Mix,White,2014-05-04,2015-05-12,*Roscoe,,Adoption,Neutered Male,30.59114716,-97.54823814
A755395,Dog,Doberman Pinsch Mix,Black/Brown,2015-08-02,2017-08-11,*Zoro,Partner,Transfer,Neutered Male,30.37563745,-97.58443105
A660910,Dog,Dachshund/Catahoula,Brown Brindle/White,2011-08-13,2013-10-24,Kief,,Return to Owner,Neutered Male,30.66050036,-97.28693652
A711113,Cat,Domestic Medium Hair Mix,Blue,2015-08-11,2015-09-02,,Partner,Transfer,Intact Male,30.69058008,-97.57529749
A697367,Dog,Dachshund Mix,Brown/White,2014-02-22,2015-02-28,,,Adoption,Neutered Male,30.76103231,-97.62368007
A671125,Cat,Domestic Shorthair Mix,Orange Tabby/White,2013-11-03,2014-01-20,,,Adoption,Neutered Male,30.31212548,-97.4478837
A695368,Dog,Border Terrier Mix,Tan,2014-01-14,2015-01-18,Mordie,,Adoption,Neutered Male,30.73771494,-97.73067635
A673706,Dog,Dachshund Mix,Black/Tan,2012-02-28,2014-03-05,Mini,,Adoption,Spayed Female,30.54420595,-97.68638248
A759027,Dog,Smooth Fox Terrier Mix,White/Tan,2017-04-25,2017-10-13,Mandy,Partner,Transfer,Intact Female,30.53381266,-97.64300074
A734337,Dog,Pit Bull Mix,Tan/White,2015-12-05,2017-01-16,Athena,,Return to Owner,Spayed Female,30.27385677,-97.39944263
A738604,Dog,Rat Terrier Mix,Tricolor/Black,2015-11-18,2017-04-26,Lizzy,Partner,Transfer,Spayed Female,30.48072483,-97.38427523
A751297,Cat,Domestic Medium Hair,Chocolate,2017-05-02,2017-07-01,Chai,Foster,Adoption,Neutered Male,30.37943211,-97.51580654
A689661,Dog,Chihuahua Shorthair Mix,White,2012-10-07,2014-10-11,*Daisy,Partner,Transfer,Intact Female,30.42049504,-97.59657904
A719668,Cat,Domestic Shorthair Mix,Blue Cream,2015-09-25,2016-02-14,,In Kennel,Died,Intact Female,30.38162184,-97.41327929
A738493,Cat,Domestic Medium Hair Mix,Black,2016-09-24,2016-12-31,Psycho,,Adoption,Intact Female,30.52860353,-97.25573878
A679925,Cat,Domestic Shorthair Mix,Calico,2014-05-06,2014-07-01,*Asparagus,Foster,Adoption,Spayed Female,30.37757253,-97.5528508
A694392,Cat,Domestic Shorthair Mix,Brown Tabby,2012-12-27,2014-12-28,Cleo,SCRP,Transfer,Intact Female,30.51967103,-97.72980773
A765839,Cat,Domestic Shorthair Mix,Lynx Point/White,2017-01-28,2018-01-31,,Snr,Transfer,Intact Female,30.54088931,-97.33179202
A722092,Cat,Siamese Mix,Seal Point,2016-01-15,2016-03-14,Clotilde,,Adoption,Intact Female,30.75852226,-97.48799738
A717898,Dog,Jack Russell Terrier/Beagle,White/Brown,2015-05-17,2015-12-26,*Andy,Partner,Transfer,Neutered Male,30.43747889,-97.65801585
A751825,Cat,Domestic Shorthair Mix,Orange Tabby,2017-04-21,2017-06-16,*Marcus,,Adoption,Neutered Male,30.63277301,-97.30339916
A674366,Other,Opossum Mix,Gray/Pink,2013-03-12,2014-03-16,,,Disposal,Unknown,30.50398644,-97.62339154
A717524,Dog,Pit Bull Mix,Blue/White,2012-12-09,2016-09-09,*Freya,Partner,Transfer,Spayed Female,30.51023089,-97.6262464
A749395,Cat,Domestic Shorthair Mix,Brown Tabby,2015-05-14,2017-06-21,,,Adoption,Spayed Female,30.50634017,-97.46606739
A629077,Dog,Pit Bull Mix,White/Brown,2008-06-04,2016-03-31,Queenie,,Return to Owner,Spayed Female,30.55325325,-97.49339395
A665712,Cat,Domestic Medium Hair Mix,White/Black,2013-07-06,2013-10-23,Emo,SCRP,Transfer,Spayed Female,30.38526456,-97.26308305
A664536,Cat,Domestic Longhair Mix,Black/White,2010-10-05,2014-02-10,*Angel,Foster,Adoption,Spayed Female,30.2699622,-97.68267568
A703949,Cat,Domestic Shorthair Mix,Cream Tabby,2015-04-30,2015-06-30,*Ginger,Foster,Adoption,Spayed Female,30.42535192,-97.30493921
A748233,Cat,Domestic Shorthair Mix,Cream Tabby/White,2017-04-09,2017-06-17,*Octavia,,Adoption,Spayed Female,30.35363572,-97.25611855
A677516,Cat,Domestic Shorthair Mix,Blue,2014-04-04,2014-04-26,,Partner,Transfer,Intact Female,30.41448719,-97.48013307
A744169,Dog,Pekingese Mix,White/Black,2008-02-24,2017-02-24,Molly,,Return to Owner,Spayed Female,30.68325715,-97.24568638
A676212,Cat,Domestic Shorthair Mix,Gray,2014-03-31,2014-04-06,,Partner,Transfer,Unknown,30.58499669,-97.66112574
A680258,Dog,Beagle Mix,White/Brown,2007-06-01,2014-06-01,Jack,,Return to Owner,Neutered Male,30.51527711,-97.60884192
A729287,Dog,Pit Bull Mix,Blue/White,2016-01-15,2016-06-20,King,,Adoption,Neutered Male,30.75950775,-97.40683375
A667044,Dog,Golden Retriever Mix,Brown/Tan,2007-11-11,2013-11-27,Roxy,,Adoption,Spayed Female,30.32468441,-97.57778292
A715807,Cat,Domestic Shorthair Mix,Black,2015-08-10,2016-01-15,*Franz,,Adoption,Neutered Male,30.54691542,-97.55772249
A684631,Cat,Siamese Mix,Seal Point,2014-06-26,2014-09-18,,Foster,Adoption,Spayed Female,30.72230077,-97.61808205
A703784,Dog,Border Collie Mix,Black/White,2013-11-28,2015-06-25,Spot,,Adoption,Neutered Male,30.47787912,-97.63087028
A664115,Dog,Pug/Labrador Retriever,Brown,2001-10-03,2013-10-03,Hey Boy,,Return to Owner,Intact Male,30.60675022,-97.57243161
A751483,Dog,Chihuahua Shorthair Mix,Chocolate/Tan,2015-06-08,2017-06-18,*Reeses,,Adoption,Spayed Female,30.49474962,-97.32294382
A670146,Cat,Domestic Shorthair Mix,Tortie,2013-01-02,2014-01-17,*Edith,Partner,Transfer,Spayed Female,30.37671275,-97.27873302
A706464,Dog,Pit Bull Mix,Brown Brindle/White,2014-06-29,2015-08-17,*April,Foster,Adoption,Spayed Female,30.39579189,-97.51564058
A709990,Cat,Domestic Shorthair Mix,Blue/White,2015-06-15,2015-08-26,*Felipe,Partner,Transfer,Intact Male,30.71637272,-97.61265855
A719977,Cat,Siamese Mix,Lynx Point,2015-11-09,2016-02-02,Tucker,,Adoption,Neutered Male,30.72715513,-97.47348218
A590144,Dog,Rottweiler,Black/Brown,2006-06-11,2016-01-28,Pebbles,Foster,Adoption,Spayed Female,30.58893408,-97.3603871
A749230,Dog,Labrador Retriever Mix,Black,2016-05-12,2017-05-16,*Wally,,Rto-Adopt,Neutered Male,30.27907895,-97.47197537
A715652,Dog,Miniature Poodle/American Eskimo,Black,2002-11-08,2015-11-08,Jack,,Return to Owner,Neutered Male,30.63978752,-97.39995506
A724601,Cat,Domestic Shorthair Mix,Gray Tabby,2016-04-16,2016-04-19,,Partner,Transfer,Unknown,30.47845291,-97.69530071
A685172,Dog,Boxer Mix,Fawn/White,2009-08-04,2014-08-06,Millie,,Return to Owner,Spayed Female,30.68616469,-97.51591122
A721238,Cat,Domestic Shorthair Mix,Tortie,2016-02-16,2016-04-26,*Belinda,Foster,Adoption,Spayed Female,30.52259933,-97.42407531
A697236,Dog,German Shepherd Mix,Brown/Black,2001-08-20,2015-02-20,Daisy,Suffering,Euthanasia,Unknown,30.63450584,-97.48820082
A683609,Dog,Dachshund Mix,Brown,2008-07-12,2014-07-17,Rascal,,Return to Owner,Neutered Male,30.45286657,-97.46252819
A713828,Cat,Domestic Shorthair Mix,Tortie,2015-09-13,2015-12-01,*Spice,,Adoption,Spayed Female,30.42169466,-97.29528422
A712612,Dog,Old English Bulldog Mix,Tan/White,2014-09-25,2016-08-03,Monroe,Foster,Adoption,Spayed Female,30.43841418,-97.56893472
A724425,Dog,Dachshund/Pit Bull,Brown Brindle,2015-10-17,2016-04-25,*Penny,Partner,Transfer,Intact Female,30.44116376,-97.41944026
A671919,Cat,Domestic Shorthair Mix,Orange Tabby/White,2013-11-24,2014-02-18,Sheldon,,Adoption,Neutered Male,30.4376096,-97.68160235
A678392,Other,Raccoon Mix,Gray/Black,2012-05-08,2014-05-08,,Suffering,Euthanasia,Unknown,30.51700533,-97.52900888
A743716,Dog,Pomeranian/Chihuahua Longhair,Red/Tan,2016-02-15,2017-02-19,,Partner,Transfer,Neutered Male,30.60941648,-97.38849349
A648168,Dog,Chihuahua Shorthair Mix,Tan,2006-03-23,2016-02-04,Rusty,Foster,Adoption,Neutered Male,30.5749,-97.56018358
A664188,Dog,Pit Bull Mix,Blue/White,2012-03-30,2013-10-03,Blue,,Return to Owner,Neutered Male,30.44654326,-97.66974749
A712280,Dog,West Highland/Cairn Terrier,White/Gray,2014-11-20,2015-09-23,Chilito,,Return to Owner,Neutered Male,30.47201798,-97.56814736
A692833,Dog,Pit Bull Mix,Blue/White,2012-11-26,2014-11-26,Roc,,Return to Owner,Intact Male,30.38974447,-97.36839885
A669783,Dog,Black Mouth Cur Mix,Brown,2012-12-27,2014-01-04,Becky,,Adoption,Spayed Female,30.44176778,-97.63200052
A675503,Cat,Domestic Shorthair Mix,Calico,2009-09-28,2014-04-04,Lucy,,Adoption,Spayed Female,30.64242597,-97.65907277
A742001,Dog,American Bulldog/Pit Bull,White,2015-01-12,2017-10-31,*Strider,,Adoption,Neutered Male,30.4947081,-97.34370151
A751802,Dog,Jack Russell Terrier Mix,Tricolor,2015-06-13,2017-06-17,,,Adoption,Neutered Male,30.54357479,-97.35897365
A673271,Dog,German Shepherd/Labrador Retriever,Black/Brown,2013-07-21,2016-09-23,Tera,Foster,Adoption,Spayed Female,30.70618815,-97.36829267
A694446,Dog,Beagle Mix,Red/White,2013-12-28,2015-01-01,Samuel,,Adoption,Neutered Male,30.54069537,-97.72649761
A716658,Dog,Border Collie Mix,Black/White,2015-07-23,2015-12-01,*Teddy,,Adoption,Neutered Male,30.30311238,-97.72704235
A733369,Dog,Yorkshire Terrier Mix,Brown,2016-06-20,2016-08-30,,Partner,Transfer,Spayed Female,30.32871422,-97.27147583
A689672,Cat,Domestic Shorthair Mix,Orange Tabby/White,2014-09-22,2014-10-08,,Partner,Transfer,Intact Female,30.65116417,-97.49657975
A730154,Cat,Domestic Longhair Mix,Black/White,2013-06-29,2016-06-29,,Suffering,Euthanasia,Neutered Male,30.43702038,-97.24532634
A671870,Dog,German Shepherd Mix,Black/Tan,2013-05-31,2014-02-05,*Annabell,,Adoption,Spayed Female,30.28315058,-97.62071102
A675469,Cat,Domestic Shorthair Mix,White,2013-03-28,2014-03-28,,,Died,Unknown,30.52283137,-97.43990254
A759481,Cat,Domestic Longhair Mix,Torbie,2007-10-02,2018-01-28,Lilly,,Adoption,Spayed Female,30.63151315,-97.52459767
A739407,Dog,Plott Hound Mix,Brown Brindle,2016-08-02,2016-12-07,*Lilly,Partner,Transfer,Intact Female,30.51014869,-97.49059441
A689065,Dog,Flat Coat Retriever/Pit Bull,Buff,2014-08-09,2014-09-29,,Partner,Transfer,Intact Female,30.66739464,-97.56673499
A731977,Cat,Domestic Shorthair Mix,Black Tabby,2016-07-23,2016-07-30,,Partner,Transfer,Unknown,30.68035308,-97.27925632
A753185,Cat,Domestic Shorthair Mix,Tortie,2017-05-18,2017-07-29,Giselle,,Adoption,Intact Female,30.69976588,-97.42543164
A708791,Dog,Staffordshire Mix,Blue/White,2013-01-31,2015-09-13,Lilith,,Adoption,Spayed Female,30.47836537,-97.38802348
A701425,Dog,Chihuahua Shorthair/Boston Terrier,Brown Brindle,2015-01-29,2015-05-04,*Seymour,,Adoption,Neutered Male,30.6662553,-97.49195876
A671822,Dog,German Shepherd Mix,Black/Tan,2006-01-31,2014-02-10,*Milo,,Return to Owner,Intact Male,30.57522119,-97.31666348
A747342,Cat,Domestic Shorthair Mix,Blue Tabby,2017-04-15,2017-07-01,,Foster,Adoption,Neutered Male,30.72000828,-97.50951614
A692811,Dog,Labrador Retriever Mix,Black,2013-11-26,2014-12-15,Apollo,,Adoption,Neutered Male,30.48315724,-97.32474426
A723249,Other,Bat Mix,Brown,2015-03-28,2016-03-29,,Rabies Risk,Euthanasia,Unknown,30.64999035,-97.68917247
A744281,Dog,Catahoula,Brown Brindle,2016-04-26,2017-03-11,*April,,Adoption,Spayed Female,30.73441235,-97.48123264
A728639,Cat,Domestic Shorthair Mix,Black,2016-04-21,2016-06-13,,Partner,Transfer,Intact Male,30.29053652,-97.64138647
A705641,Cat,Domestic Shorthair Mix,Black/White,2015-06-12,2015-06-19,,Partner,Transfer,Unknown,30.28464632,-97.50858334
A734260,Dog,Anatol Shepherd Mix,Tan/White,2015-09-04,2016-09-12,Towbler,,Adoption,Neutered Male,30.74068304,-97.30674406
A739776,Dog,Chihuahua Shorthair Mix,White/Tan,2015-12-07,2016-12-12,,Partner,Transfer,Spayed Female,30.55814919,-97.66827278
A724764,Dog,Toy Poodle Mix,Silver/Gray,2014-04-21,2016-04-22,Daisy Mae,,Adoption,Spayed Female,30.37019064,-97.67689446
A738487,Dog,Labrador Retriever Mix,Chocolate,2016-02-16,2016-11-17,Cooper,,Return to Owner,Intact Male,30.3118514,-97.74112826
A690609,Dog,Australian Cattle Dog Mix,White/Cream,2014-02-23,2014-10-30,*Luigi,,Adoption,Neutered Male,30.73627135,-97.60487228
A674917,Dog,Australian Cattle Dog/Plott Hound,Brown Brindle/White,2012-03-20,2014-08-04,Lana,,Adoption,Spayed Female,30.53855114,-97.31251427
A727252,Dog,Dachshund/Chihuahua Shorthair,Cream,2014-05-20,2016-05-29,Annie,,Adoption,Spayed Female,30.3614405,-97.60496059
A727351,Dog,Jack Russell Terrier Mix,Tan/Brown,2015-05-21,2016-05-25,,Partner,Transfer,Intact Female,30.67821929,-97.73060364
A729034,Cat,Domestic Shorthair/Abyssinian,Torbie,2015-06-12,2016-07-18,*Racy,,Adoption,Spayed Female,30.32248638,-97.55601757
A700035,Dog,Miniature Schnauzer Mix,Black/Tan,2014-04-06,2015-04-10,,Partner,Transfer,Spayed Female,30.32969379,-97.54459701
A765895,Dog,Pit Bull Mix,White,2011-01-29,2018-01-30,Delilah,,Return to Owner,Intact Female,30.31846771,-97.25456278
A662107,Dog,Boxer/Pit Bull,Fawn/White,2010-08-29,2014-02-04,*Bugsy,Partner,Transfer,Neutered Male,30.55828581,-97.54815666
A703325,Cat,Siamese,Flame Point,2007-06-10,2015-06-17,Honda Boy,,Adoption,Neutered Male,30.28153631,-97.37905182
